order_id,product_id,quantity,total_price
,95192.0,2.0,265.28
118.0,120061.0,2.0,128.22
118.0,140756.0,2.0,306.54
118.0,140677.0,3.0,234.57
118.0,97973.0,,124.22
119.0,12522.0,1.0,68.76
119.0,88440.0,1.0,232.94
119.0,72110.0,2.0,792.14
120.0,124224.0,1.0,266.86
120.0,70099.0,3.0,887.79
121.0,28265.0,3.0,751.89
121.0,118461.0,3.0,55.050000000000004
121.0,14763.0,2.0,229.1
122.0,76728.0,3.0,957.0899999999999
122.0,33402.0,3.0,336.33
122.0,15146.0,2.0,606.34
122.0,106022.0,2.0,853.12
123.0,,3.0,809.79
123.0,122433.0,2.0,161.82
123.0,117195.0,1.0,180.73
124.0,73487.0,1.0,78.85
124.0,116272.0,1.0,117.08
124.0,105766.0,1.0,85.06
124.0,,3.0,57.449999999999996
124.0,145398.0,1.0,259.78
125.0,133382.0,2.0,404.74
125.0,42091.0,2.0,121.18
125.0,134264.0,1.0,
126.0,58277.0,2.0,464.1
126.0,43380.0,2.0,470.2
126.0,57421.0,1.0,132.32
127.0,70259.0,2.0,347.22
127.0,80686.0,2.0,53.66
127.0,51991.0,1.0,243.56
127.0,131014.0,2.0,789.86
128.0,99835.0,3.0,494.13
129.0,114178.0,1.0,145.6
129.0,131536.0,1.0,350.09
129.0,20349.0,,450.19
129.0,113655.0,1.0,253.68
129.0,125180.0,1.0,88.38
130.0,,3.0,97.59
130.0,82376.0,2.0,694.6
130.0,9506.0,3.0,845.46
130.0,,3.0,106.68
130.0,98556.0,2.0,804.92
131.0,86646.0,2.0,633.16
131.0,71738.0,3.0,256.20000000000005
131.0,72317.0,2.0,262.38
,84124.0,,642.21
132.0,48061.0,1.0,277.55
132.0,146314.0,3.0,317.4
133.0,49102.0,1.0,187.08
133.0,81542.0,2.0,550.6
133.0,109206.0,2.0,814.76
,84930.0,2.0,800.42
133.0,,3.0,524.8199999999999
134.0,104046.0,1.0,361.46
134.0,10210.0,2.0,
135.0,77873.0,2.0,539.64
135.0,102943.0,1.0,415.94
136.0,44053.0,,188.46
137.0,76872.0,1.0,132.31
137.0,16316.0,3.0,1377.0
138.0,44957.0,2.0,21.52
138.0,44997.0,1.0,90.0
138.0,53015.0,,404.34
138.0,131190.0,3.0,513.12
138.0,149076.0,3.0,920.76
139.0,63283.0,1.0,308.45
139.0,55318.0,3.0,983.49
140.0,134231.0,1.0,373.4
140.0,32844.0,3.0,330.96
141.0,27999.0,2.0,935.6
141.0,101224.0,1.0,115.58
141.0,96924.0,1.0,167.91
142.0,22546.0,2.0,408.54
142.0,40666.0,3.0,1171.44
142.0,28388.0,1.0,179.24
143.0,78913.0,3.0,1358.04
143.0,136819.0,2.0,509.6
143.0,118834.0,2.0,494.34
143.0,66756.0,2.0,862.24
143.0,69795.0,1.0,34.63
144.0,27579.0,1.0,420.8
144.0,26469.0,1.0,490.02
144.0,64430.0,2.0,811.9
144.0,15828.0,1.0,66.16
144.0,19519.0,2.0,195.68
145.0,16317.0,1.0,159.96
145.0,132617.0,3.0,919.5
146.0,53035.0,3.0,1092.99
146.0,14647.0,2.0,291.36
146.0,143548.0,1.0,227.13
146.0,85383.0,2.0,414.32
,,2.0,465.4
148.0,125655.0,3.0,40.95
148.0,18316.0,3.0,1106.79
148.0,13538.0,2.0,802.5
148.0,47936.0,1.0,47.7
149.0,19700.0,3.0,476.54999999999995
149.0,139646.0,2.0,678.28
149.0,2787.0,3.0,581.25
,28824.0,3.0,1232.97
149.0,40229.0,3.0,201.57
150.0,148949.0,1.0,85.63
150.0,39589.0,1.0,397.68
150.0,,3.0,1052.07
150.0,68572.0,3.0,921.1500000000001
151.0,115625.0,1.0,309.54
151.0,74831.0,1.0,442.69
152.0,33768.0,2.0,820.36
153.0,41228.0,,368.46
153.0,481.0,1.0,193.94
153.0,,1.0,289.61
154.0,86140.0,1.0,215.73
,,1.0,89.76
155.0,131990.0,3.0,1232.34
,2259.0,1.0,
155.0,31470.0,1.0,89.6
156.0,38135.0,2.0,459.22
,3853.0,2.0,431.76
156.0,125536.0,2.0,45.38
156.0,3858.0,1.0,233.1
157.0,116810.0,2.0,22.6
157.0,132031.0,1.0,243.58
157.0,50411.0,3.0,706.98
157.0,119591.0,3.0,664.5
157.0,20711.0,2.0,714.48
158.0,127247.0,2.0,194.7
158.0,56593.0,2.0,987.32
158.0,129050.0,1.0,281.05
158.0,13190.0,2.0,280.14
159.0,47753.0,2.0,673.76
159.0,25632.0,1.0,363.94
159.0,65247.0,,449.51
160.0,111318.0,,129.27
160.0,88226.0,1.0,105.08
161.0,136437.0,3.0,
161.0,141782.0,1.0,409.59
162.0,124316.0,2.0,
162.0,74476.0,3.0,292.44
163.0,55375.0,1.0,476.42
164.0,,3.0,1244.25
164.0,121835.0,3.0,158.7
165.0,51929.0,1.0,431.6
,122431.0,3.0,781.77
165.0,85437.0,3.0,1071.93
,59771.0,3.0,318.48
165.0,95639.0,1.0,411.79
166.0,48149.0,2.0,153.3
166.0,56568.0,1.0,63.1
166.0,91909.0,2.0,443.04
166.0,117196.0,3.0,803.64
166.0,4545.0,1.0,472.41
167.0,148135.0,1.0,431.52
168.0,16510.0,2.0,701.16
168.0,108004.0,2.0,108.02
168.0,87175.0,,681.45
169.0,39585.0,2.0,828.54
,87471.0,2.0,438.28
169.0,22470.0,1.0,267.97
169.0,30367.0,2.0,913.08
169.0,143333.0,2.0,451.18
170.0,,3.0,1242.18
170.0,112090.0,1.0,437.22
170.0,40467.0,1.0,421.06
170.0,41057.0,2.0,721.72
171.0,76835.0,3.0,1316.4
172.0,664.0,3.0,541.23
172.0,53904.0,2.0,54.1
172.0,98239.0,3.0,1329.51
172.0,149243.0,3.0,1028.97
173.0,100675.0,1.0,187.78
173.0,122801.0,3.0,335.15999999999997
173.0,33254.0,3.0,717.5999999999999
,84149.0,1.0,186.94
173.0,72737.0,3.0,1286.94
174.0,138131.0,3.0,453.78
174.0,73485.0,3.0,275.58
174.0,111336.0,3.0,771.33
174.0,58548.0,1.0,288.2
174.0,26433.0,3.0,148.41
,103159.0,3.0,1446.93
175.0,105169.0,3.0,850.92
176.0,73943.0,3.0,1164.69
177.0,143640.0,1.0,299.93
177.0,95793.0,1.0,382.08
178.0,121774.0,2.0,822.72
178.0,28768.0,1.0,23.14
178.0,83653.0,1.0,193.44
179.0,7415.0,3.0,1498.8000000000002
180.0,55691.0,1.0,184.96
180.0,6158.0,3.0,1174.1100000000001
180.0,83971.0,1.0,50.72
180.0,132881.0,2.0,658.22
180.0,113512.0,1.0,107.89
181.0,128403.0,1.0,160.01
181.0,40198.0,1.0,350.47
181.0,60905.0,1.0,205.04
182.0,86491.0,2.0,265.12
182.0,89672.0,1.0,104.45
,46980.0,1.0,397.03
183.0,41669.0,1.0,226.71
183.0,116626.0,3.0,1006.6800000000001
,20474.0,3.0,692.22
184.0,59147.0,2.0,568.2
184.0,69393.0,2.0,949.62
184.0,35829.0,2.0,621.94
185.0,108701.0,2.0,64.66
185.0,103918.0,1.0,404.15
186.0,65191.0,3.0,1115.25
186.0,124074.0,2.0,829.24
186.0,,2.0,834.22
186.0,63926.0,,922.06
186.0,84104.0,2.0,707.64
187.0,148791.0,2.0,602.04
188.0,,2.0,
189.0,17055.0,1.0,287.2
189.0,142988.0,1.0,484.13
189.0,45034.0,3.0,
189.0,,1.0,190.71
190.0,7262.0,1.0,239.47
190.0,108824.0,2.0,923.32
190.0,62286.0,3.0,1157.4
190.0,96167.0,2.0,753.86
190.0,55350.0,2.0,863.38
191.0,44743.0,1.0,372.06
191.0,141792.0,2.0,376.84
192.0,75349.0,3.0,603.9300000000001
192.0,117662.0,1.0,235.51
193.0,115093.0,2.0,367.84
194.0,48690.0,3.0,1314.84
194.0,106055.0,3.0,795.24
194.0,104437.0,3.0,225.89999999999998
194.0,51492.0,3.0,165.66
,39446.0,3.0,899.8199999999999
196.0,103637.0,3.0,267.39
196.0,118533.0,1.0,273.48
196.0,101476.0,2.0,124.3
196.0,29283.0,2.0,146.02
196.0,92711.0,2.0,926.92
197.0,76262.0,3.0,363.27
197.0,13192.0,2.0,888.96
197.0,138152.0,1.0,110.99
198.0,132847.0,2.0,994.08
198.0,47495.0,3.0,511.91999999999996
199.0,4786.0,,220.32
199.0,105545.0,3.0,332.88
199.0,3511.0,3.0,611.13
200.0,41679.0,1.0,234.29
201.0,26550.0,3.0,751.77
201.0,9765.0,3.0,1225.17
201.0,18211.0,2.0,136.38
201.0,96988.0,3.0,823.92
202.0,60985.0,1.0,343.09
202.0,13498.0,3.0,948.0
203.0,16006.0,2.0,753.1
203.0,140889.0,,445.33
203.0,33836.0,1.0,444.53
203.0,74341.0,1.0,448.27
204.0,127213.0,,925.8000000000001
204.0,138336.0,2.0,77.5
204.0,140848.0,2.0,321.0
,148460.0,3.0,1004.22
206.0,15464.0,2.0,789.28
206.0,108351.0,1.0,15.45
206.0,135992.0,3.0,42.150000000000006
206.0,65396.0,3.0,371.73
207.0,43298.0,3.0,288.45000000000005
207.0,80475.0,3.0,749.73
208.0,65636.0,3.0,1177.8600000000001
208.0,88765.0,1.0,195.57
208.0,111959.0,3.0,1484.19
208.0,27688.0,1.0,290.55
208.0,27066.0,3.0,1169.82
209.0,17009.0,2.0,45.68
209.0,64482.0,,1331.43
209.0,149721.0,3.0,438.29999999999995
210.0,9128.0,2.0,615.76
210.0,,1.0,187.67
210.0,133346.0,3.0,565.47
211.0,,3.0,974.46
211.0,75479.0,2.0,447.34
211.0,75947.0,2.0,428.7
211.0,60120.0,2.0,360.72
211.0,,3.0,1261.02
212.0,81539.0,1.0,106.4
212.0,97224.0,1.0,88.89
212.0,127834.0,3.0,642.39
213.0,73187.0,2.0,119.04
213.0,,2.0,23.74
213.0,88167.0,2.0,478.84
214.0,47033.0,1.0,444.26
214.0,80542.0,1.0,37.23
214.0,48584.0,3.0,786.75
214.0,125512.0,1.0,379.53
215.0,103077.0,3.0,1092.18
215.0,43528.0,1.0,392.6
215.0,128810.0,2.0,861.06
215.0,4280.0,1.0,143.89
216.0,799.0,3.0,134.28
216.0,78737.0,2.0,20.96
216.0,115833.0,1.0,160.87
217.0,47016.0,1.0,88.17
217.0,139063.0,2.0,490.48
217.0,64383.0,,
,93512.0,1.0,187.1
217.0,130560.0,1.0,419.6
,146446.0,2.0,712.66
218.0,97075.0,3.0,1044.3000000000002
218.0,63858.0,2.0,901.28
218.0,107131.0,2.0,472.36
,1980.0,1.0,263.42
219.0,44187.0,2.0,278.32
220.0,134681.0,1.0,297.16
220.0,120070.0,3.0,810.99
220.0,5433.0,1.0,340.97
220.0,51238.0,1.0,115.91
220.0,61817.0,1.0,62.36
,137601.0,2.0,816.7
221.0,132295.0,2.0,380.72
221.0,9477.0,1.0,455.01
221.0,26703.0,3.0,34.89
221.0,5832.0,3.0,675.1800000000001
,128712.0,,68.5
222.0,124364.0,1.0,381.7
222.0,137559.0,3.0,157.2
223.0,25173.0,3.0,920.0999999999999
223.0,122345.0,1.0,322.19
224.0,92872.0,3.0,1010.1299999999999
224.0,59248.0,1.0,170.65
224.0,,3.0,136.29
224.0,79440.0,2.0,409.22
225.0,105730.0,,725.49
226.0,106799.0,,485.96
226.0,27506.0,1.0,201.41
226.0,15493.0,3.0,1213.56
227.0,10974.0,1.0,381.88
,111454.0,2.0,762.8
228.0,133411.0,2.0,284.86
229.0,20468.0,2.0,865.98
229.0,5444.0,1.0,186.59
229.0,22171.0,1.0,45.38
230.0,48489.0,2.0,646.5
230.0,103865.0,2.0,146.8
231.0,21225.0,2.0,521.76
232.0,81756.0,3.0,1334.8799999999999
232.0,83500.0,2.0,493.44
233.0,103733.0,3.0,738.3
233.0,29235.0,1.0,324.4
234.0,106073.0,2.0,773.34
,87968.0,2.0,332.5
,42025.0,2.0,838.3
234.0,6015.0,2.0,695.76
234.0,56296.0,1.0,31.54
235.0,,2.0,467.1
235.0,109826.0,3.0,701.8499999999999
235.0,,1.0,88.43
235.0,136681.0,3.0,1329.09
235.0,75096.0,3.0,850.47
236.0,98220.0,3.0,1499.97
236.0,135297.0,1.0,296.28
236.0,43762.0,2.0,563.76
237.0,100048.0,2.0,521.12
,95085.0,2.0,514.3
237.0,109152.0,2.0,519.76
238.0,119520.0,3.0,695.25
238.0,,3.0,446.76
238.0,7871.0,3.0,884.79
238.0,11189.0,1.0,137.97
239.0,11816.0,2.0,972.04
240.0,29689.0,2.0,122.56
240.0,122131.0,1.0,431.97
240.0,126166.0,1.0,119.8
240.0,121988.0,2.0,
240.0,107046.0,2.0,546.08
241.0,88973.0,1.0,114.52
241.0,3221.0,3.0,823.02
242.0,141454.0,2.0,428.46
242.0,3667.0,3.0,1255.6200000000001
243.0,,2.0,776.08
244.0,84537.0,3.0,1483.59
244.0,24665.0,3.0,1443.51
244.0,56219.0,2.0,251.5
245.0,126649.0,1.0,191.22
245.0,88499.0,1.0,70.93
246.0,4285.0,2.0,515.4
246.0,102426.0,2.0,81.32
246.0,21897.0,2.0,972.94
247.0,,1.0,339.3
247.0,81328.0,2.0,355.24
247.0,95782.0,1.0,388.1
247.0,4446.0,1.0,270.38
247.0,108611.0,1.0,66.35
248.0,11732.0,3.0,656.55
248.0,28850.0,1.0,37.13
248.0,144555.0,2.0,348.78
248.0,42822.0,3.0,438.90000000000003
248.0,129481.0,2.0,957.8
,20372.0,3.0,1391.79
249.0,6498.0,3.0,1090.53
250.0,63520.0,2.0,242.14
250.0,98704.0,2.0,996.36
250.0,38240.0,2.0,675.42
250.0,62591.0,1.0,125.9
250.0,,1.0,
251.0,40883.0,2.0,298.68
252.0,86624.0,2.0,970.46
252.0,48583.0,1.0,238.86
,2766.0,2.0,361.76
252.0,68749.0,3.0,
252.0,32754.0,1.0,321.71
253.0,65441.0,2.0,315.32
253.0,78115.0,1.0,89.26
,131907.0,3.0,619.62
253.0,83778.0,1.0,363.04
254.0,104156.0,2.0,95.04
255.0,107192.0,2.0,508.32
255.0,95559.0,1.0,480.13
256.0,89204.0,2.0,541.62
257.0,133055.0,1.0,66.33
257.0,109028.0,2.0,59.14
257.0,1199.0,2.0,422.34
258.0,61141.0,3.0,45.69
258.0,136649.0,2.0,343.84
259.0,71993.0,3.0,1498.77
259.0,42415.0,2.0,247.86
259.0,6462.0,2.0,944.76
259.0,90154.0,3.0,1273.1399999999999
259.0,91488.0,1.0,424.31
260.0,123625.0,1.0,261.87
261.0,33811.0,1.0,405.98
261.0,132237.0,1.0,21.84
261.0,36056.0,3.0,1331.07
261.0,49150.0,1.0,396.14
261.0,46613.0,2.0,632.28
262.0,53850.0,2.0,359.58
263.0,89441.0,3.0,687.96
263.0,86646.0,2.0,633.16
264.0,,3.0,1333.98
264.0,79705.0,1.0,328.47
265.0,145834.0,2.0,534.64
265.0,37035.0,1.0,211.18
266.0,4505.0,3.0,170.10000000000002
266.0,112314.0,1.0,437.45
266.0,58194.0,1.0,333.61
266.0,63624.0,3.0,517.86
267.0,4739.0,1.0,444.21
267.0,107142.0,1.0,275.48
267.0,96408.0,1.0,157.97
,110347.0,2.0,94.76
,92143.0,2.0,145.8
269.0,4611.0,2.0,367.3
269.0,60732.0,1.0,335.82
269.0,96186.0,1.0,157.02
270.0,56737.0,2.0,383.34
270.0,31855.0,1.0,420.66
270.0,45334.0,2.0,645.98
270.0,91785.0,3.0,967.89
270.0,15267.0,3.0,1088.67
,92750.0,3.0,
271.0,88363.0,1.0,131.98
271.0,,1.0,404.15
,911.0,2.0,134.44
272.0,32267.0,3.0,1127.19
272.0,122165.0,3.0,719.04
273.0,15878.0,2.0,976.36
273.0,105603.0,1.0,372.7
273.0,131427.0,1.0,230.49
273.0,43028.0,1.0,392.03
273.0,74879.0,3.0,1474.08
274.0,135842.0,3.0,126.12
275.0,39339.0,3.0,1498.68
276.0,22162.0,1.0,443.47
276.0,46372.0,2.0,414.74
276.0,93427.0,1.0,16.49
277.0,78986.0,3.0,1296.21
