payment_id,order_id,payment_method,amount_paid,payment_date
165.0,211.0,Credit Card,3472.2400000000002,2024-06-28
166.0,213.0,Bank Transfer,621.62,2024-06-04
167.0,214.0,Credit Card,1647.77,2024-04-24
168.0,215.0,Credit Card,,2024-07-09
169.0,216.0,Credit Card,316.11,2024-06-22
170.0,217.0,PayPal,1369.92,2024-07-16
171.0,,Cash,,2024-05-14
172.0,219.0,Credit Card,278.32,2024-07-26
173.0,220.0,Bank Transfer,1627.39,2024-05-15
174.0,221.0,Cash,2362.5,2024-07-08
175.0,223.0,Credit Card,1242.29,2024-04-03
176.0,224.0,PayPal,1726.29,2024-07-22
177.0,225.0,Credit Card,725.49,2024-05-17
178.0,226.0,Credit Card,1900.9299999999998,2024-06-14
179.0,227.0,Cash,381.88,2024-07-26
180.0,228.0,Bank Transfer,1047.6599999999999,2024-07-21
181.0,229.0,Credit Card,1097.95,2024-07-22
,230.0,Cash,793.3,2024-07-22
183.0,231.0,Credit Card,521.76,2024-06-14
184.0,232.0,Bank Transfer,1828.32,2024-05-25
185.0,235.0,Credit Card,3436.9399999999996,2024-05-25
186.0,236.0,Credit Card,,2024-05-27
187.0,237.0,Cash,1555.18,2024-07-19
188.0,238.0,Bank Transfer,2164.77,2024-07-14
189.0,239.0,Cash,,2024-06-12
190.0,241.0,Credit Card,937.54,2024-06-12
191.0,242.0,Bank Transfer,1684.0800000000002,2024-07-26
192.0,,Bank Transfer,776.08,2024-03-10
193.0,,Credit Card,3178.6,2024-06-24
194.0,245.0,Credit Card,262.15,2024-04-28
195.0,246.0,Credit Card,1569.66,2024-02-23
196.0,247.0,Credit Card,,
197.0,248.0,Cash,2439.16,2024-07-22
198.0,249.0,Credit Card,2482.3199999999997,2024-07-26
199.0,250.0,Credit Card,2527.1000000000004,2024-05-19
200.0,251.0,Cash,298.68,2024-05-30
201.0,253.0,Bank Transfer,,2024-05-04
202.0,254.0,Credit Card,95.04,2024-07-23
203.0,255.0,Bank Transfer,988.45,2024-07-17
204.0,256.0,Bank Transfer,541.62,2024-07-22
205.0,257.0,Credit Card,547.81,2024-06-30
206.0,258.0,PayPal,389.53,2024-07-23
207.0,259.0,Credit Card,4388.84,2024-04-17
208.0,261.0,Cash,2787.3099999999995,2024-07-15
,262.0,Cash,359.58,2024-06-20
210.0,263.0,Credit Card,1321.12,2024-06-09
211.0,264.0,Credit Card,1662.45,2024-07-22
212.0,265.0,Credit Card,,2024-07-24
213.0,,Credit Card,1459.02,2024-07-26
214.0,267.0,Credit Card,877.6600000000001,2024-07-18
215.0,268.0,Cash,94.76,2024-07-28
,269.0,Bank Transfer,1005.94,2024-05-30
217.0,270.0,Credit Card,3506.54,2024-05-28
218.0,271.0,Credit Card,853.72,2024-07-17
219.0,273.0,Bank Transfer,3445.66,2024-06-04
220.0,275.0,Credit Card,1498.68,2024-05-29
221.0,276.0,Bank Transfer,874.7,2024-07-18
222.0,277.0,Credit Card,1296.21,2024-05-12
223.0,278.0,Cash,979.3299999999999,2024-03-07
224.0,279.0,Bank Transfer,1021.78,2024-06-18
225.0,283.0,Credit Card,,2024-06-04
226.0,284.0,Credit Card,508.3,2024-05-17
227.0,285.0,Bank Transfer,2846.4700000000003,2024-07-17
228.0,286.0,Credit Card,677.03,2024-07-20
229.0,287.0,Credit Card,2497.4,2024-02-08
230.0,288.0,Credit Card,1630.77,2024-07-13
231.0,290.0,Cash,4745.58,2024-07-04
232.0,291.0,Cash,787.5,2024-07-02
233.0,292.0,Credit Card,955.66,2024-07-25
234.0,293.0,Credit Card,3250.04,2024-05-10
235.0,294.0,Cash,318.55,2024-07-06
236.0,295.0,Credit Card,1510.33,2024-07-15
237.0,296.0,Bank Transfer,479.09999999999997,2024-03-07
238.0,297.0,Bank Transfer,2559.56,2024-05-17
239.0,298.0,Cash,1926.5400000000002,2024-06-14
240.0,,,4574.1,2024-05-17
241.0,300.0,Bank Transfer,,2024-06-27
242.0,301.0,Credit Card,316.18,2024-07-27
243.0,302.0,Credit Card,365.3,2024-07-21
244.0,303.0,Cash,2033.6499999999999,2024-07-05
245.0,,Credit Card,3207.6800000000003,2024-06-29
246.0,308.0,Credit Card,2931.0299999999997,2024-06-21
247.0,310.0,Credit Card,226.99,2024-03-16
248.0,311.0,Credit Card,327.99,2024-05-30
249.0,,PayPal,495.93000000000006,2024-07-02
250.0,316.0,Credit Card,2046.53,2024-07-04
251.0,317.0,Credit Card,2236.7000000000003,2024-06-24
252.0,318.0,PayPal,1999.2600000000002,2024-07-24
253.0,319.0,Bank Transfer,2130.15,2024-05-09
254.0,321.0,Credit Card,4333.85,2024-05-28
255.0,322.0,Cash,2385.57,2024-06-11
256.0,323.0,PayPal,1561.16,2024-05-05
257.0,324.0,Credit Card,1001.1100000000001,2024-07-06
258.0,325.0,Cash,344.62,2024-07-14
259.0,326.0,Credit Card,1070.5900000000001,2024-07-16
260.0,,Credit Card,284.91,2024-07-14
261.0,328.0,Credit Card,1264.1200000000001,2024-05-23
,329.0,Bank Transfer,1066.07,2024-03-15
263.0,330.0,Cash,396.64,2024-06-15
264.0,331.0,Cash,3109.96,2024-07-08
265.0,332.0,Credit Card,830.5799999999999,2024-02-10
266.0,333.0,Cash,2338.2400000000002,2024-07-17
267.0,335.0,Cash,1475.16,2024-07-05
268.0,336.0,Credit Card,695.15,2024-07-09
269.0,337.0,Credit Card,,2024-05-29
270.0,338.0,Bank Transfer,764.87,2024-07-02
271.0,339.0,Bank Transfer,1399.88,2024-01-10
272.0,342.0,Credit Card,2557.91,2024-03-20
273.0,343.0,Credit Card,189.69,2024-07-07
274.0,344.0,Bank Transfer,622.6500000000001,2024-07-17
275.0,345.0,Credit Card,,2024-07-15
276.0,346.0,Credit Card,3572.69,2024-06-12
277.0,347.0,Bank Transfer,2665.05,2024-05-20
278.0,348.0,Bank Transfer,1123.9499999999998,2024-07-27
279.0,349.0,Credit Card,351.95,2024-07-09
280.0,350.0,Credit Card,963.1800000000001,2024-06-13
281.0,352.0,,4310.75,2024-07-23
282.0,353.0,PayPal,3123.81,2024-07-28
283.0,354.0,Bank Transfer,1939.48,2024-06-07
284.0,355.0,,2131.88,2024-07-16
285.0,356.0,Credit Card,,2024-04-21
286.0,,Cash,290.71999999999997,2024-07-11
287.0,358.0,PayPal,1291.6599999999999,2024-07-19
288.0,359.0,Credit Card,759.9200000000001,2024-06-06
289.0,360.0,Cash,2852.94,2024-04-15
290.0,362.0,Bank Transfer,2385.44,2024-03-18
291.0,363.0,Credit Card,,2024-07-15
292.0,364.0,Credit Card,1990.44,2024-05-14
293.0,369.0,Credit Card,238.26,2024-04-28
294.0,370.0,Credit Card,1912.11,2024-07-22
295.0,371.0,Bank Transfer,,2024-07-20
296.0,372.0,Credit Card,297.29,2024-02-19
297.0,,PayPal,905.74,2024-06-22
298.0,374.0,Cash,56.78,2024-01-20
299.0,375.0,Bank Transfer,2450.42,2024-05-08
300.0,376.0,Credit Card,714.6999999999999,2024-05-22
301.0,377.0,Bank Transfer,,2024-06-21
302.0,378.0,Credit Card,3562.6000000000004,2024-07-22
303.0,379.0,Credit Card,197.44,2024-07-22
304.0,380.0,Bank Transfer,2513.39,2024-05-31
305.0,381.0,Cash,,2024-07-22
306.0,,PayPal,2729.3399999999997,2024-02-28
307.0,383.0,Credit Card,362.55,2024-03-06
308.0,387.0,Credit Card,1690.05,2024-04-11
309.0,388.0,Credit Card,1537.6699999999998,2024-07-23
310.0,389.0,,213.74,2024-06-21
311.0,390.0,Credit Card,1450.92,2024-07-13
312.0,391.0,Cash,,2024-07-23
313.0,392.0,Credit Card,1310.96,2024-06-03
314.0,393.0,Bank Transfer,1968.63,2024-06-08
315.0,395.0,Credit Card,2205.7400000000002,2024-04-06
316.0,,Bank Transfer,3073.5400000000004,2024-04-12
317.0,397.0,Credit Card,48.15,
318.0,398.0,Credit Card,1280.45,2024-07-23
319.0,399.0,PayPal,1946.51,2024-07-15
320.0,401.0,Credit Card,2425.7200000000003,2024-05-04
321.0,402.0,,,2024-07-16
322.0,403.0,Cash,1382.59,2024-04-18
323.0,404.0,Credit Card,938.0999999999999,2024-03-21
324.0,405.0,Credit Card,852.68,2024-07-24
325.0,406.0,Cash,1881.63,2024-05-22
326.0,,Cash,3917.65,2024-06-03
327.0,408.0,,2093.08,2024-06-07
328.0,410.0,Credit Card,,2024-06-03
329.0,411.0,Bank Transfer,2230.0,2024-07-01
330.0,412.0,Bank Transfer,2547.0,2024-06-20
331.0,413.0,Credit Card,1295.65,2024-07-09
332.0,414.0,Bank Transfer,,2024-04-16
333.0,415.0,Credit Card,3241.7000000000003,2024-04-27
334.0,416.0,Cash,1055.93,2024-02-06
335.0,417.0,Credit Card,1158.06,2024-06-24
336.0,419.0,PayPal,207.8,2024-05-28
337.0,420.0,Bank Transfer,2450.96,2024-06-04
,421.0,PayPal,725.16,2024-05-29
339.0,425.0,Cash,674.68,
340.0,426.0,Credit Card,2237.0899999999997,2024-07-12
341.0,427.0,Credit Card,2861.31,2024-07-21
342.0,429.0,Credit Card,1650.4099999999999,2024-07-23
343.0,430.0,Credit Card,2371.7400000000002,2024-06-27
344.0,431.0,Credit Card,451.97,2024-01-21
345.0,,Cash,2514.09,2024-06-22
346.0,433.0,Bank Transfer,1570.07,2024-06-28
347.0,434.0,Bank Transfer,2750.0,2024-05-30
348.0,,Cash,,2024-05-15
349.0,437.0,Cash,1310.07,2024-04-18
350.0,439.0,Credit Card,1378.11,2024-06-04
351.0,440.0,Bank Transfer,269.46,2024-07-11
352.0,441.0,Bank Transfer,1604.21,2024-05-08
353.0,442.0,Cash,1581.65,2024-05-28
354.0,444.0,Bank Transfer,2869.02,2024-07-16
355.0,445.0,Cash,171.36,2024-07-04
356.0,446.0,,1698.32,2024-05-17
357.0,447.0,Credit Card,,2024-07-02
358.0,448.0,Bank Transfer,1672.3799999999999,2024-05-28
359.0,449.0,Credit Card,1702.8300000000002,2024-07-02
360.0,450.0,Cash,140.92,2024-05-11
361.0,451.0,Bank Transfer,2125.0299999999997,2024-06-09
362.0,452.0,Credit Card,1077.84,2024-05-20
363.0,,Credit Card,2038.2599999999998,2024-07-24
364.0,456.0,Credit Card,25.17,2024-04-28
365.0,457.0,Credit Card,736.95,2024-07-20
366.0,459.0,,4166.68,2024-07-03
367.0,460.0,PayPal,,2024-04-25
368.0,461.0,Bank Transfer,1565.05,2024-07-27
369.0,462.0,PayPal,2009.69,2024-04-06
370.0,463.0,PayPal,1818.3899999999999,2024-06-30
371.0,464.0,Credit Card,2428.13,2024-03-15
372.0,466.0,Bank Transfer,,2024-07-26
373.0,467.0,Credit Card,2741.06,2024-02-16
374.0,468.0,Bank Transfer,3215.0699999999997,2024-07-18
375.0,469.0,Credit Card,,2024-07-02
376.0,470.0,Credit Card,,2024-04-28
377.0,473.0,Credit Card,1047.07,2024-06-08
378.0,,Credit Card,2401.1,2024-07-13
379.0,475.0,Credit Card,1672.1000000000001,2024-04-24
380.0,476.0,Credit Card,763.52,2024-06-20
381.0,477.0,Bank Transfer,1402.21,2024-04-22
382.0,478.0,Credit Card,,2024-04-08
383.0,480.0,Bank Transfer,314.08,2024-07-15
384.0,481.0,,1460.8000000000002,2024-04-29
,484.0,Cash,918.74,2024-04-02
386.0,485.0,Credit Card,2500.7,2024-07-19
387.0,486.0,Bank Transfer,1596.9399999999998,2024-06-30
388.0,487.0,Cash,1973.0600000000004,2024-06-03
389.0,488.0,Credit Card,240.20999999999998,2024-06-19
390.0,491.0,Credit Card,1592.52,2024-06-03
391.0,492.0,Bank Transfer,476.42,2024-03-16
392.0,493.0,Credit Card,3146.5800000000004,2024-07-07
393.0,494.0,Credit Card,1170.37,2024-05-19
394.0,495.0,Bank Transfer,528.36,2024-06-01
395.0,496.0,Credit Card,3122.82,2024-07-21
396.0,,Cash,2401.09,2024-05-23
397.0,499.0,PayPal,1072.2899999999997,2024-04-07
398.0,501.0,Credit Card,74.97,2024-07-18
399.0,503.0,Bank Transfer,3351.1500000000005,2024-06-14
400.0,504.0,Credit Card,22.19,2024-06-14
401.0,505.0,,455.24,2024-06-24
402.0,506.0,Credit Card,1897.41,2024-07-19
403.0,508.0,Cash,965.8699999999999,2024-04-29
404.0,509.0,,2755.42,2024-07-05
405.0,511.0,Credit Card,3576.18,2024-05-03
406.0,512.0,Cash,1047.81,2024-07-16
407.0,513.0,Bank Transfer,2844.1800000000003,2024-07-08
408.0,514.0,,1994.28,2024-04-12
409.0,515.0,Credit Card,450.72,2024-05-18
410.0,516.0,Bank Transfer,2716.6699999999996,2024-06-02
411.0,519.0,Credit Card,768.21,2024-05-16
412.0,520.0,Bank Transfer,1187.21,2024-05-24
413.0,521.0,Credit Card,,2024-05-08
414.0,522.0,PayPal,2926.09,2024-06-23
415.0,523.0,Credit Card,1268.67,2024-06-10
416.0,524.0,Credit Card,,2024-07-27
417.0,525.0,Bank Transfer,,2024-07-10
418.0,526.0,PayPal,189.08,2024-06-16
419.0,528.0,Credit Card,1603.23,2024-05-26
420.0,529.0,Credit Card,1622.86,2024-06-20
421.0,530.0,Credit Card,2008.9800000000002,2024-05-18
422.0,531.0,Bank Transfer,930.48,2024-05-18
423.0,532.0,,3147.98,2024-07-23
424.0,533.0,Credit Card,2332.95,2024-06-26
425.0,534.0,Bank Transfer,1242.6200000000001,2024-05-17
426.0,535.0,Bank Transfer,186.98,2024-03-06
427.0,536.0,Cash,1530.26,2024-05-24
428.0,540.0,Cash,204.84,2024-05-18
429.0,541.0,Credit Card,105.64,
430.0,542.0,Cash,1287.0700000000002,2024-07-06
431.0,544.0,Credit Card,,2024-06-22
432.0,545.0,Credit Card,796.4,2024-07-26
433.0,547.0,Credit Card,1417.5,2024-04-19
434.0,548.0,Cash,2551.37,2024-06-29
435.0,549.0,Credit Card,199.76,2024-04-11
436.0,,Bank Transfer,1175.53,2024-07-14
437.0,553.0,Credit Card,3310.2200000000003,2024-04-03
438.0,554.0,,491.5,2024-07-25
439.0,555.0,,2865.54,2024-07-25
440.0,556.0,Credit Card,406.71,2024-05-21
441.0,557.0,Credit Card,330.54,2024-06-04
442.0,560.0,Credit Card,393.44,2024-06-08
443.0,561.0,Credit Card,1674.96,2024-06-12
444.0,562.0,Credit Card,396.2,2024-06-11
445.0,565.0,Credit Card,2282.16,2024-07-27
446.0,566.0,Bank Transfer,1591.59,2024-04-11
447.0,567.0,Cash,359.34000000000003,2024-04-25
448.0,568.0,Credit Card,1376.6999999999998,
449.0,570.0,Credit Card,359.52000000000004,2024-06-13
450.0,571.0,Bank Transfer,795.41,2024-07-01
451.0,573.0,Bank Transfer,1460.82,2024-03-15
452.0,574.0,Cash,2128.04,2024-07-20
453.0,575.0,Credit Card,1924.31,2024-04-30
,577.0,Bank Transfer,2822.3900000000003,2024-06-07
455.0,579.0,Cash,769.12,2024-03-20
456.0,580.0,Credit Card,,2024-04-06
457.0,,Credit Card,583.6500000000001,
458.0,584.0,PayPal,891.14,
459.0,585.0,Credit Card,972.49,2024-05-15
460.0,586.0,PayPal,2611.7799999999997,2024-07-15
461.0,587.0,Bank Transfer,2195.79,2024-06-17
462.0,590.0,,799.0799999999999,2024-06-17
463.0,591.0,Bank Transfer,2590.3500000000004,2024-04-30
464.0,592.0,Credit Card,2610.51,2024-06-26
465.0,593.0,Credit Card,2559.51,2024-03-18
466.0,594.0,Cash,229.04,2024-06-12
467.0,595.0,Credit Card,795.28,2024-05-18
468.0,596.0,Credit Card,1305.1200000000001,2024-06-19
469.0,597.0,Cash,769.72,2024-07-10
470.0,598.0,Cash,1093.79,2024-06-25
471.0,601.0,Cash,786.56,2024-07-01
472.0,603.0,Bank Transfer,1106.4,2024-03-14
473.0,605.0,Cash,973.5,2024-04-04
,606.0,Credit Card,645.68,2024-07-22
475.0,607.0,Cash,1318.27,
476.0,608.0,Credit Card,1424.1599999999999,2024-06-19
477.0,609.0,Bank Transfer,2152.87,2024-07-23
478.0,610.0,Cash,2042.98,2024-03-16
479.0,611.0,Bank Transfer,988.99,2024-07-07
480.0,612.0,Bank Transfer,401.98,2024-02-19
481.0,613.0,Credit Card,2683.67,2024-07-27
482.0,614.0,Cash,905.32,2024-05-27
483.0,615.0,Credit Card,2704.07,2024-07-26
484.0,617.0,Bank Transfer,,2024-07-13
485.0,618.0,Cash,2643.67,2024-07-06
486.0,619.0,Bank Transfer,1693.38,2024-06-25
487.0,621.0,Credit Card,2131.1099999999997,2024-07-03
488.0,622.0,Credit Card,1941.6499999999999,2024-06-24
489.0,623.0,PayPal,1610.41,2024-04-04
490.0,624.0,Cash,2154.37,2024-04-18
491.0,625.0,Credit Card,655.71,2024-07-26
492.0,629.0,Credit Card,1872.6200000000001,2024-07-06
493.0,,Credit Card,67.66,2024-04-25
494.0,633.0,Credit Card,1688.39,2024-06-10
495.0,,Credit Card,384.28,2024-07-07
496.0,636.0,Cash,2251.71,2024-07-07
497.0,637.0,Bank Transfer,2376.22,2024-06-05
498.0,638.0,Cash,1544.67,2024-07-10
499.0,639.0,Credit Card,2651.1800000000003,2024-07-25
500.0,640.0,Credit Card,1951.88,2024-07-26
501.0,642.0,Credit Card,3698.63,2024-02-11
502.0,644.0,Bank Transfer,155.3,2024-06-10
503.0,646.0,Credit Card,308.06,2024-04-17
504.0,647.0,Credit Card,1689.95,2024-05-19
505.0,648.0,Credit Card,2697.41,2024-05-16
506.0,649.0,Credit Card,357.89,2024-05-10
507.0,650.0,Credit Card,97.62,2024-07-24
508.0,651.0,Credit Card,3549.3899999999994,2024-05-07
509.0,652.0,Credit Card,523.38,2024-07-23
510.0,654.0,Credit Card,180.36,2024-06-14
511.0,655.0,Cash,,2024-05-05
512.0,657.0,Bank Transfer,4209.91,2024-06-06
513.0,659.0,Credit Card,1538.66,2024-06-12
514.0,660.0,Bank Transfer,1869.68,2024-06-23
515.0,663.0,Cash,2539.42,2024-07-20
,665.0,Credit Card,2247.04,2024-07-23
517.0,668.0,Cash,1303.98,2024-07-28
518.0,670.0,Credit Card,1202.87,
519.0,671.0,Credit Card,2117.51,2024-07-06
520.0,672.0,Credit Card,1987.05,2024-04-04
521.0,673.0,Credit Card,1867.25,2024-07-20
522.0,675.0,Bank Transfer,664.5799999999999,2024-07-08
523.0,676.0,Credit Card,3968.3199999999997,2024-04-22
524.0,677.0,Cash,457.42,2024-06-29
525.0,678.0,Cash,,2024-05-15
526.0,679.0,Credit Card,1063.87,2024-07-03
527.0,682.0,Bank Transfer,3102.6299999999997,2024-05-12
528.0,683.0,Bank Transfer,,2024-07-14
529.0,684.0,Cash,2472.08,2024-07-24
530.0,685.0,Credit Card,957.1600000000001,2024-07-27
531.0,687.0,Credit Card,823.23,2024-07-27
532.0,688.0,Credit Card,1615.41,2024-07-15
533.0,,Credit Card,2026.3499999999997,2024-06-24
534.0,691.0,Bank Transfer,1042.17,2024-07-19
535.0,692.0,Credit Card,2825.58,2024-07-07
536.0,,Bank Transfer,629.1700000000001,2024-07-12
,696.0,PayPal,2471.4700000000003,2024-07-17
538.0,697.0,Cash,2213.26,2024-05-29
539.0,698.0,,,2024-03-11
540.0,700.0,Credit Card,3352.3599999999997,2024-07-10
541.0,,,2717.6899999999996,
542.0,702.0,Credit Card,1091.9699999999998,2024-05-24
543.0,703.0,,2303.95,2024-07-12
544.0,704.0,PayPal,1834.45,2024-05-08
545.0,705.0,Cash,837.94,2024-06-26
