order_id,customer_id,order_date,order_status
,5494.0,2024-02-22,Delivered
,8635.0,2024-06-15,Paid
458.0,2350.0,2024-04-08,Pending
459.0,6084.0,2024-06-30,Paid
460.0,7760.0,2024-04-12,Delivered
461.0,9761.0,2024-07-06,Paid
462.0,8876.0,,Delivered
463.0,2800.0,2024-06-28,Paid
464.0,7119.0,2024-02-18,Delivered
465.0,7646.0,2024-05-24,Pending
466.0,9661.0,2024-06-23,Delivered
467.0,2259.0,2024-01-07,Paid
468.0,2417.0,2024-07-16,Delivered
469.0,6194.0,2024-05-17,Paid
470.0,8475.0,2024-03-12,Paid
471.0,9640.0,2024-06-01,Pending
472.0,8918.0,2024-07-07,Pending
473.0,1322.0,2024-04-25,
474.0,5418.0,,Paid
475.0,7792.0,2024-04-22,Paid
476.0,8394.0,2024-02-12,Delivered
477.0,5343.0,2024-02-22,Sent
478.0,7875.0,2024-03-07,Paid
479.0,2592.0,2024-03-02,Pending
480.0,9242.0,2024-04-14,Paid
481.0,4166.0,2024-02-27,Paid
482.0,3318.0,2024-06-18,Canceled
483.0,5089.0,2024-07-07,Pending
484.0,,2024-03-05,Paid
485.0,1073.0,2024-07-10,Delivered
486.0,2975.0,2024-05-13,Paid
487.0,3210.0,,Sent
488.0,9131.0,2024-04-27,Delivered
489.0,9037.0,2024-04-10,Canceled
490.0,8320.0,2024-04-23,Pending
491.0,4389.0,2024-04-17,Sent
492.0,1932.0,,Paid
493.0,4379.0,2024-06-22,Delivered
494.0,5758.0,,Delivered
495.0,,2024-02-08,Sent
,998.0,2024-07-20,Paid
497.0,7328.0,2024-05-09,Paid
498.0,8451.0,2024-01-04,Pending
499.0,9180.0,2024-02-11,Paid
500.0,,2024-03-20,Canceled
501.0,2886.0,2024-06-29,Sent
502.0,7180.0,2024-06-15,Pending
503.0,525.0,2024-04-02,Sent
,9587.0,2024-05-08,Paid
505.0,6300.0,2024-06-18,Sent
506.0,8840.0,2024-07-01,Paid
507.0,6730.0,2024-05-07,Pending
508.0,,2024-02-01,Paid
509.0,957.0,2024-05-08,Delivered
510.0,5112.0,2024-03-30,Pending
511.0,5615.0,2024-03-27,Paid
512.0,4972.0,2024-05-14,Sent
513.0,2222.0,2024-05-04,Paid
514.0,4859.0,2024-03-11,Paid
515.0,3973.0,2024-05-11,Delivered
516.0,9533.0,2024-01-24,Sent
517.0,,2024-05-06,Pending
,9511.0,2024-03-31,Pending
519.0,3483.0,2024-03-16,Paid
520.0,736.0,2024-04-26,Paid
521.0,8575.0,2024-02-21,Paid
522.0,8822.0,2024-05-29,Delivered
523.0,1176.0,2024-01-15,Delivered
,9203.0,2024-05-19,Delivered
525.0,3402.0,2024-06-14,Delivered
526.0,3335.0,2024-06-08,Delivered
527.0,3633.0,2024-02-04,Pending
528.0,6930.0,2024-05-24,Paid
529.0,6843.0,2024-05-01,Paid
530.0,9575.0,2024-04-09,Sent
531.0,9098.0,2024-04-02,Paid
532.0,6698.0,,Sent
533.0,437.0,2024-02-17,Paid
534.0,6391.0,2024-05-15,Paid
535.0,2966.0,2024-02-16,Paid
536.0,3329.0,2024-04-14,Paid
537.0,8776.0,2024-06-12,Pending
538.0,,2024-01-29,Canceled
539.0,4899.0,2024-06-20,Pending
540.0,2615.0,2024-05-01,Paid
541.0,4885.0,,Delivered
542.0,4733.0,2024-03-25,Paid
,3481.0,2024-07-14,Pending
544.0,206.0,2024-04-05,Delivered
545.0,6870.0,2024-07-21,Sent
546.0,8000.0,2024-07-24,Pending
547.0,9326.0,2024-03-02,Delivered
548.0,250.0,2024-06-25,Delivered
549.0,5264.0,2024-01-18,Paid
550.0,4476.0,2024-02-01,Canceled
551.0,1231.0,,
552.0,6684.0,2024-03-15,Paid
553.0,5148.0,2024-01-03,Paid
554.0,6669.0,2024-06-30,Sent
555.0,7431.0,2024-07-23,Delivered
556.0,117.0,2024-02-01,Paid
557.0,4557.0,2024-04-16,Paid
558.0,7679.0,2024-07-27,Pending
559.0,2409.0,2024-04-04,Pending
560.0,4896.0,2024-03-27,Sent
561.0,2184.0,2024-05-12,Paid
562.0,6897.0,2024-03-23,Sent
563.0,6171.0,2024-02-17,Canceled
564.0,9196.0,2024-06-20,
565.0,9800.0,2024-07-23,Sent
566.0,4596.0,2024-02-25,Paid
567.0,8344.0,2024-04-19,Paid
568.0,2457.0,2024-02-27,Sent
569.0,9559.0,2024-04-30,Canceled
570.0,7629.0,2024-03-13,Delivered
571.0,1889.0,2024-03-25,Paid
572.0,2299.0,2024-01-26,Canceled
573.0,2030.0,2024-01-16,Sent
,4084.0,2024-04-21,Paid
575.0,8250.0,2024-03-07,Sent
576.0,,2024-05-25,Pending
577.0,2321.0,2024-05-20,Delivered
578.0,599.0,2024-07-22,Canceled
579.0,2945.0,2024-02-20,Delivered
580.0,855.0,2024-04-01,Paid
581.0,4430.0,2024-02-29,Paid
582.0,3976.0,2024-01-02,Canceled
583.0,2410.0,2024-05-05,Pending
584.0,2479.0,2024-07-22,Sent
585.0,3502.0,2024-03-06,Sent
586.0,476.0,2024-06-15,Paid
587.0,5728.0,2024-03-31,Delivered
588.0,8487.0,2024-06-26,Pending
589.0,1491.0,2024-01-02,Pending
,6011.0,2024-05-21,Sent
591.0,3923.0,2024-03-10,Paid
592.0,2131.0,2024-04-23,Sent
593.0,3756.0,2024-03-15,Paid
594.0,8797.0,2024-04-10,Delivered
595.0,7709.0,2024-04-06,Paid
596.0,4857.0,2024-03-14,Paid
597.0,5849.0,2024-01-21,Sent
598.0,8456.0,2024-06-17,Sent
599.0,389.0,2024-02-20,Pending
600.0,6317.0,2024-07-19,Pending
601.0,9107.0,2024-05-16,Paid
602.0,6057.0,2024-02-21,Pending
603.0,6830.0,2024-01-20,Paid
604.0,8945.0,2024-05-07,Pending
605.0,4026.0,2024-04-01,Paid
606.0,2841.0,2024-07-09,Paid
,7020.0,2024-01-11,Delivered
608.0,3467.0,2024-03-28,Delivered
609.0,4075.0,2024-07-07,Sent
610.0,5314.0,2024-03-09,Paid
611.0,9018.0,2024-02-14,Sent
612.0,,2024-02-14,Delivered
613.0,4435.0,2024-07-23,Delivered
614.0,9.0,2024-01-29,Paid
615.0,9185.0,2024-07-26,Delivered
616.0,7318.0,2024-01-26,Pending
,9737.0,2024-06-22,Paid
618.0,3958.0,2024-05-18,Delivered
619.0,4130.0,2024-04-03,Delivered
620.0,1837.0,2024-03-19,Pending
621.0,7690.0,2024-06-18,Paid
622.0,6443.0,2024-05-04,Paid
623.0,547.0,2024-03-11,Paid
624.0,3616.0,2024-01-30,Paid
625.0,2926.0,2024-06-21,Paid
626.0,7520.0,2024-02-08,Canceled
627.0,505.0,2024-01-24,Canceled
628.0,9574.0,2024-07-21,Pending
629.0,4867.0,2024-04-16,Paid
630.0,7461.0,2024-02-08,Pending
631.0,2970.0,2024-04-23,Paid
632.0,8712.0,2024-04-21,Pending
633.0,3289.0,2024-04-24,Delivered
634.0,7776.0,2024-06-15,Paid
635.0,6806.0,2024-02-21,Pending
636.0,9096.0,2024-01-31,Delivered
637.0,7861.0,2024-04-27,Delivered
638.0,3363.0,,Paid
639.0,1253.0,2024-05-12,Paid
640.0,,2024-07-19,Paid
641.0,8840.0,2024-01-19,Canceled
642.0,8853.0,2024-01-21,Delivered
643.0,2833.0,2024-07-22,Canceled
644.0,1316.0,2024-04-10,Paid
645.0,7981.0,2024-04-29,Pending
646.0,644.0,2024-03-14,Sent
647.0,8769.0,2024-05-05,Paid
648.0,5257.0,2024-04-12,Delivered
649.0,8006.0,2024-04-21,Paid
650.0,8174.0,2024-07-22,Paid
651.0,7234.0,2024-02-17,Paid
652.0,3460.0,,Paid
653.0,6273.0,2024-02-13,Pending
654.0,3087.0,2024-04-09,Paid
655.0,2016.0,,Sent
656.0,8628.0,2024-04-05,Pending
657.0,5848.0,2024-04-02,Delivered
658.0,8945.0,2024-04-05,Pending
659.0,9243.0,2024-04-05,Paid
660.0,415.0,2024-04-01,Delivered
661.0,1287.0,2024-02-28,Pending
662.0,9460.0,2024-05-06,Pending
663.0,9014.0,2024-06-15,Paid
664.0,3020.0,2024-03-15,Canceled
665.0,4492.0,2024-07-22,Sent
,2331.0,2024-04-11,Pending
667.0,3927.0,2024-04-02,Pending
668.0,3739.0,2024-07-11,Paid
669.0,593.0,2024-01-23,Pending
670.0,9343.0,2024-03-08,Delivered
671.0,9935.0,2024-07-06,Paid
672.0,9425.0,2024-01-17,Paid
673.0,4605.0,2024-07-16,Paid
674.0,9763.0,2024-04-17,Pending
675.0,1906.0,2024-07-04,Paid
676.0,2370.0,2024-01-22,Delivered
677.0,,2024-04-24,Delivered
678.0,6198.0,2024-02-09,Delivered
679.0,8142.0,2024-01-04,Paid
680.0,7514.0,2024-02-17,Canceled
681.0,8185.0,2024-04-03,Pending
682.0,9475.0,2024-04-22,Paid
683.0,6710.0,2024-07-10,Paid
684.0,6086.0,2024-07-24,Paid
685.0,5161.0,2024-05-02,Sent
,6346.0,2024-02-25,Canceled
687.0,2903.0,2024-07-20,Sent
,6505.0,2024-02-06,Paid
689.0,258.0,2024-04-24,Paid
690.0,3730.0,2024-01-16,Pending
691.0,7547.0,2024-05-23,Paid
692.0,2885.0,2024-04-09,Paid
693.0,2103.0,2024-05-02,Pending
694.0,,2024-05-30,Pending
695.0,5126.0,2024-06-29,Sent
696.0,9286.0,2024-02-07,Sent
697.0,6586.0,2024-05-28,Paid
698.0,8062.0,2024-02-27,Paid
699.0,8236.0,2024-02-06,Pending
700.0,9801.0,2024-01-01,Sent
701.0,5753.0,2024-01-18,Paid
702.0,7217.0,2024-02-12,Delivered
703.0,4136.0,2024-03-09,Delivered
704.0,97.0,2024-04-17,Paid
705.0,8039.0,2024-06-25,Paid
706.0,4767.0,2024-04-05,Delivered
707.0,2287.0,2024-06-25,Delivered
708.0,2871.0,2024-04-04,Delivered
709.0,9285.0,2024-03-13,Delivered
710.0,1076.0,2024-02-20,Paid
711.0,921.0,2024-03-29,Sent
712.0,5509.0,2024-01-08,Canceled
713.0,3407.0,,Delivered
714.0,4978.0,2024-01-04,Paid
715.0,5566.0,2024-05-21,Paid
716.0,8406.0,2024-04-28,Delivered
717.0,9549.0,2024-05-22,Delivered
